Date,Caption,Subcaption
5/18/2015 21:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/19/2015 0:00,Present weather reported from a manned weather station,Haze
5/19/2015 3:00,Present weather reported from a manned weather station,Haze
5/19/2015 6:00,Present weather reported from a manned weather station,Haze
5/19/2015 9:00,Present weather reported from a manned weather station,Haze
5/19/2015 12:00,Present weather reported from a manned weather station,Haze
5/19/2015 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/19/2015 18:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/19/2015 21:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/20/2015 0:00,Present weather reported from a manned weather station,Haze
5/20/2015 3:00,Present weather reported from a manned weather station,Haze
5/20/2015 6:00,Present weather reported from a manned weather station,Haze
5/20/2015 9:00,Present weather reported from a manned weather station,Haze
5/20/2015 12:00,Present weather reported from a manned weather station,Haze
5/20/2015 15:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/20/2015 18:00,No WW data. Ogimet extension,Broken. Night. At 05/20/2015 18:00 UTC 
5/20/2015 21:00,No WW data. Ogimet extension,Broken. Night. At 05/20/2015 21:00 UTC 
5/21/2015 0:00,Present weather reported from a manned weather station,Haze
5/21/2015 3:00,Present weather reported from a manned weather station,Haze
5/21/2015 6:00,Present weather reported from a manned weather station,Haze
5/21/2015 9:00,Present weather reported from a manned weather station,Haze
5/21/2015 12:00,Present weather reported from a manned weather station,Haze
5/21/2015 15:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/21/2015 18:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/21/2015 21:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/22/2015 0:00,Present weather reported from a manned weather station,Haze
5/22/2015 3:00,Present weather reported from a manned weather station,Haze
5/22/2015 6:00,Present weather reported from a manned weather station,Haze
5/22/2015 9:00,Present weather reported from a manned weather station,Haze
5/22/2015 12:00,Present weather reported from a manned weather station,Haze
5/22/2015 15:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/22/2015 18:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/22/2015 21:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/23/2015 0:00,Present weather reported from a manned weather station,Haze
5/23/2015 3:00,Present weather reported from a manned weather station,Haze
5/23/2015 6:00,Present weather reported from a manned weather station,Haze
5/23/2015 9:00,Present weather reported from a manned weather station,Haze
5/23/2015 12:00,Present weather reported from a manned weather station,Haze
5/23/2015 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/23/2015 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/23/2015 18:00 UTC 
5/23/2015 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/23/2015 21:00 UTC 
5/24/2015 0:00,Present weather reported from a manned weather station,Haze
5/24/2015 3:00,Present weather reported from a manned weather station,Haze
5/24/2015 6:00,Present weather reported from a manned weather station,Haze
5/24/2015 9:00,Present weather reported from a manned weather station,Haze
5/24/2015 12:00,Present weather reported from a manned weather station,Haze
5/24/2015 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/24/2015 18:00,No WW data. Ogimet extension,Broken. Night. At 05/24/2015 18:00 UTC 
5/24/2015 21:00,No WW data. Ogimet extension,Broken. Night. At 05/24/2015 21:00 UTC 
5/25/2015 0:00,Present weather reported from a manned weather station,Haze
5/25/2015 3:00,Present weather reported from a manned weather station,Haze
5/25/2015 9:00,Present weather reported from a manned weather station,Haze
5/25/2015 12:00,Present weather reported from a manned weather station,"Lightning visible, no thunder heard"
5/25/2015 15:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/25/2015 18:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/25/2015 21:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/26/2015 0:00,Present weather reported from a manned weather station,Haze
5/26/2015 3:00,Present weather reported from a manned weather station,Haze
5/26/2015 6:00,Present weather reported from a manned weather station,Haze
5/26/2015 9:00,Present weather reported from a manned weather station,Haze
5/26/2015 12:00,Present weather reported from a manned weather station,Haze
5/26/2015 15:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/26/2015 18:00,No WW data. Ogimet extension,Overcast. Night. At 05/26/2015 18:00 UTC 
5/26/2015 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/26/2015 21:00 UTC 
5/27/2015 0:00,Present weather reported from a manned weather station,Haze
5/27/2015 3:00,Present weather reported from a manned weather station,Haze
5/27/2015 6:00,Present weather reported from a manned weather station,Haze
5/27/2015 9:00,Present weather reported from a manned weather station,Haze
5/27/2015 12:00,Present weather reported from a manned weather station,Haze
5/27/2015 15:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/27/2015 18:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/27/2015 21:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
5/28/2015 0:00,Present weather reported from a manned weather station,Haze
5/28/2015 3:00,Present weather reported from a manned weather station,Haze
5/28/2015 6:00,Present weather reported from a manned weather station,Haze
5/28/2015 9:00,Present weather reported from a manned weather station,Haze
5/28/2015 12:00,Present weather reported from a manned weather station,Haze
5/28/2015 15:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/28/2015 18:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/28/2015 21:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
5/29/2015 0:00,Present weather reported from a manned weather station,Haze
5/29/2015 3:00,Present weather reported from a manned weather station,Haze
5/29/2015 6:00,Present weather reported from a manned weather station,Haze
5/29/2015 9:00,Present weather reported from a manned weather station,Haze
5/29/2015 12:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
5/29/2015 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
5/29/2015 18:00,No WW data. Ogimet extension,Broken. Night. At 05/29/2015 18:00 UTC 
5/29/2015 21:00,No WW data. Ogimet extension,Overcast. Night. At 05/29/2015 21:00 UTC 
5/30/2015 0:00,Present weather reported from a manned weather station,Haze
5/30/2015 3:00,Present weather reported from a manned weather station,Haze
5/30/2015 6:00,Present weather reported from a manned weather station,Haze
5/30/2015 9:00,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
